url,producto,variedad,mercado,volumen,calidad,precioMin,precioProm,precioMax,unidad
15/02/2017,Melón,Tuna,Vega Modelo de Temuco,1.200,Tercera,420,420,420,$/unidad
15/02/2017,Limón,Sin especificar,Vega Modelo de Temuco,50,2a plateado,21.849,21.849,21.849,$/malla 18 kilos
15/02/2017,Perejil,Sin especificar,Vega Modelo de Temuco,10,Primera,2.521,2.521,2.521,$/docena de atados
15/02/2017,Manzana,Royal Gala,Vega Modelo de Temuco,7,Segunda,84.034,84.034,84.034,$/bins (400 kilos)
15/02/2017,Pimiento,Cuatro cascos rojo,Vega Modelo de Temuco,70,Primera,7.563,8.043,8.403,$/caja 15 kilos
15/02/2017,Pimiento,Cuatro cascos verde,Vega Modelo de Temuco,60,Primera,6.723,6.723,6.723,$/caja 15 kilos
15/02/2017,Manzana,Royal Gala,Vega Modelo de Temuco,40,Segunda,4.202,4.202,4.202,$/caja 15 kilos granel
15/02/2017,Pimiento,Morrón rojo,Vega Modelo de Temuco,10,Primera,10.084,10.084,10.084,$/caja 15 kilos
15/02/2017,Naranja,Valencia,Vega Modelo de Temuco,80,Primera,5.882,5.882,5.882,$/caja 15 kilos granel
15/02/2017,Sandia,Sin especificar,Vega Modelo de Temuco,1.200,Cuarta,840,840,840,$/unidad
15/02/2017,Nectarín,Artic Snow,Vega Modelo de Temuco,8,Primera,142.857,142.857,142.857,$/bins (420 kilos)
15/02/2017,Sandia,Sin especificar,Vega Modelo de Temuco,2.400,Extra,1.681,1.765,1.849,$/unidad
15/02/2017,Sandia,Sin especificar,Vega Modelo de Temuco,3.600,Primera,1.429,1.513,1.597,$/unidad
15/02/2017,Nectarín,Artic Snow,Vega Modelo de Temuco,100,Primera,10.084,10.084,10.084,$/caja 15 kilos empedrada
15/02/2017,Sandia,Sin especificar,Vega Modelo de Temuco,2.600,Segunda,1.176,1.218,1.261,$/unidad
15/02/2017,Palta,Hass,Vega Modelo de Temuco,50,Especial,1.681,1.681,1.681,$/kilo (en caja de 18 kilos)
15/02/2017,Sandia,Sin especificar,Vega Modelo de Temuco,2.000,Tercera,924,966,1.008,$/unidad
15/02/2017,Pera,Abate Fettel,Vega Modelo de Temuco,20,Primera,5.042,5.042,5.042,$/caja 15 kilos granel
15/02/2017,Tomate,Cherry,Vega Modelo de Temuco,40,Primera,1.681,1.681,1.681,$/kilo
15/02/2017,Pera,Bartlett de verano,Vega Modelo de Temuco,60,Primera,5.042,5.042,5.042,$/caja 15 kilos empedrada
15/02/2017,Tomate,Larga vida,Vega Modelo de Temuco,90,Primera,10.924,11.298,11.765,$/bandeja 18 kilos
15/02/2017,Piña,Caramelo,Vega Modelo de Temuco,25,Primera,12.605,12.605,12.605,$/caja 12 unidades
15/02/2017,Tomate,Larga vida,Vega Modelo de Temuco,350,Primera,6.723,6.723,6.723,$/bandeja 18 kilos
15/02/2017,Plátano,Sin especificar,Vega Modelo de Temuco,50,Dedos,7.563,7.563,7.563,$/caja 30 kilos
15/02/2017,Tomate,Larga vida,Vega Modelo de Temuco,500,Primera,4.202,4.202,4.202,$/caja 15 kilos
15/02/2017,Plátano,Sin especificar,Vega Modelo de Temuco,500,Pintón,7.143,7.269,7.563,$/caja 20 kilos
15/02/2017,Tomate,Larga vida,Vega Modelo de Temuco,250,Primera,4.202,4.202,4.202,$/caja 15 kilos
15/02/2017,Pomelo,Start Ruby,Vega Modelo de Temuco,55,Primera,6.723,7.028,7.563,$/caja 14 kilos empedrada
15/02/2017,Tomate,Larga vida,Vega Modelo de Temuco,300,Segunda,3.361,3.361,3.361,$/caja 15 kilos
15/02/2017,Uva,País,Vega Modelo de Temuco,80,Primera,8.403,8.403,8.403,$/caja 15 kilos
15/02/2017,Zapallo,Camote,Vega Modelo de Temuco,900,1a (guarda),252,252,252,$/kilo (volumen en unidades)
15/02/2017,Uva,Red Globe,Vega Modelo de Temuco,90,Primera,5.882,5.882,5.882,$/bandeja 10 kilos
15/02/2017,Zapallo italiano,Sin especificar,Vega Modelo de Temuco,25,Primera,7.563,7.899,8.403,$/caja 36 unidades
15/02/2017,Uva,Red Globe,Vega Modelo de Temuco,90,Primera,10.084,10.271,10.504,$/caja 18 kilos
15/02/2017,Uva,Rosada pastilla,Vega Modelo de Temuco,25,Primera,10.084,10.084,10.084,$/caja 18 kilos
15/02/2017,Uva,Superior Seedless,Vega Modelo de Temuco,120,Primera,8.403,8.403,8.403,$/caja 18 kilos
