url,producto,variedad,mercado,volumen,calidad,precioMin,precioProm,precioMax,unidad
20/02/2017,Nectarín,Artic Snow,Central Lo Valledor de Santiago,120,Especial,6.723,6.723,6.723,,,$/caja 16 kilos empedrada,$/caja 16 kilos empedrada
20/02/2017,Melón,Tuna,Central Lo Valledor de Santiago,2.900,Primera,420,443,471,,,$/unidad,$/unidad
20/02/2017,Nectarín,Artic Snow,Central Lo Valledor de Santiago,25,Especial,8.403,8.403,8.403,,,$/caja 16 kilos empedrada,$/caja 16 kilos empedrada
20/02/2017,Melón,Tuna,Central Lo Valledor de Santiago,2.700,Segunda,336,359,387,,,$/unidad,$/unidad
20/02/2017,Nectarín,Artic Snow,Central Lo Valledor de Santiago,105,Especial,6.723,6.723,6.723,,,$/caja 16 kilos empedrada,$/caja 16 kilos empedrada
20/02/2017,Melón,Tuna,Central Lo Valledor de Santiago,2.700,Tercera,269,286,311,,,$/unidad,$/unidad
20/02/2017,Nectarín,Artic Snow,Central Lo Valledor de Santiago,45,Especial,6.723,6.723,6.723,,,$/caja 18 kilos empedrada,$/caja 18 kilos empedrada
20/02/2017,Papa,Asterix,Central Lo Valledor de Santiago,850,1a (cosecha),5.882,5.882,5.882,,,$/saco 50 kilos,$/saco 50 kilos
20/02/2017,Nectarín,Artic Snow,Central Lo Valledor de Santiago,68,Especial,8.403,8.403,8.403,,,$/caja 18 kilos empedrada,$/caja 18 kilos empedrada
20/02/2017,Papa,Asterix,Central Lo Valledor de Santiago,770,1a nueva(o),6.723,6.723,6.723,,,$/saco 50 kilos,$/saco 50 kilos
20/02/2017,Nectarín,Artic Snow,Central Lo Valledor de Santiago,150,Extra (doble especial),8.403,8.403,8.403,,,$/caja 16 kilos empedrada,$/caja 16 kilos empedrada
20/02/2017,Papa,Karú,Central Lo Valledor de Santiago,1.390,1a nueva(o),5.882,6.281,6.723,,,$/saco 50 kilos,$/saco 50 kilos
20/02/2017,Nectarín,Artic Snow,Central Lo Valledor de Santiago,86,Extra (doble especial),8.403,8.403,8.403,,,$/caja 16 kilos empedrada,$/caja 16 kilos empedrada
20/02/2017,Papa,Patagonia,Central Lo Valledor de Santiago,650,1a (cosecha lavada),6.723,6.723,6.723,,,$/saco 50 kilos,$/saco 50 kilos
20/02/2017,Nectarín,Artic Snow,Central Lo Valledor de Santiago,60,Extra (doble especial),5.882,5.882,5.882,,,$/caja 16 kilos granel,$/caja 16 kilos granel
20/02/2017,Papa,Patagonia,Central Lo Valledor de Santiago,590,1a (cosecha),5.882,5.882,5.882,,,$/saco 50 kilos,$/saco 50 kilos
20/02/2017,Nectarín,Artic Snow,Central Lo Valledor de Santiago,18,Extra (doble especial),8.403,8.403,8.403,,,$/caja 18 kilos empedrada,$/caja 18 kilos empedrada
20/02/2017,Papa,Patagonia,Central Lo Valledor de Santiago,1.350,1a nueva(o),5.882,6.281,6.723,,,$/saco 50 kilos,$/saco 50 kilos
20/02/2017,Nectarín,Artic Snow,Central Lo Valledor de Santiago,50,Extra (doble especial),10.084,10.084,10.084,,,$/caja 18 kilos empedrada,$/caja 18 kilos empedrada
20/02/2017,Papa,Pukará,Central Lo Valledor de Santiago,940,1a nueva(o),5.042,5.444,5.882,,,$/saco 50 kilos,$/saco 50 kilos
20/02/2017,Nectarín,Artic Snow,Central Lo Valledor de Santiago,400,Primera,4.202,4.202,4.202,,,$/bandeja 10 kilos granel,$/bandeja 10 kilos granel
20/02/2017,Papa,Rodeo,Central Lo Valledor de Santiago,1.210,1a nueva(o),5.882,6.271,6.723,,,$/saco 50 kilos,$/saco 50 kilos
20/02/2017,Nectarín,Artic Snow,Central Lo Valledor de Santiago,44,Primera,142.857,146.295,151.260,,,$/bins (420 kilos),$/bins (420 kilos)
20/02/2017,Papa,Rosara,Central Lo Valledor de Santiago,1.220,1a nueva(o),5.042,5.490,5.882,,,$/saco 50 kilos,$/saco 50 kilos
20/02/2017,Nectarín,Artic Snow,Central Lo Valledor de Santiago,86,Primera,5.042,5.042,5.042,,,$/caja 16 kilos empedrada,$/caja 16 kilos empedrada
20/02/2017,Pepino dulce,Cultivar IV Región,Central Lo Valledor de Santiago,100,Especial,7.563,7.563,7.563,,,$/caja 18 kilos,$/caja 18 kilos
20/02/2017,Nectarín,Artic Snow,Central Lo Valledor de Santiago,43,Primera,6.723,6.723,6.723,,,$/caja 16 kilos empedrada,$/caja 16 kilos empedrada
20/02/2017,Pepino dulce,Cultivar IV Región,Central Lo Valledor de Santiago,650,Primera,6.723,6.723,6.723,,,$/caja 18 kilos,$/caja 18 kilos
20/02/2017,Nectarín,Artic Snow,Central Lo Valledor de Santiago,125,Primera,5.042,5.042,5.042,,,$/caja 16 kilos empedrada,$/caja 16 kilos empedrada
20/02/2017,Pepino dulce,Cultivar IV Región,Central Lo Valledor de Santiago,300,Segunda,5.042,5.042,5.042,,,$/caja 18 kilos,$/caja 18 kilos
20/02/2017,Nectarín,Artic Snow,Central Lo Valledor de Santiago,44,Primera,5.462,5.462,5.462,,,$/caja 18 kilos empedrada,$/caja 18 kilos empedrada
20/02/2017,Nectarín,Artic Snow,Central Lo Valledor de Santiago,64,Primera,7.563,7.563,7.563,,,$/caja 18 kilos empedrada,$/caja 18 kilos empedrada
20/02/2017,Pepino ensalada,Sin especificar,Central Lo Valledor de Santiago,900,Primera,13.445,13.912,14.286,,,$/caja 80 unidades,$/caja 80 unidades
20/02/2017,Nectarín,Artic Snow,Central Lo Valledor de Santiago,24,Segunda,117.647,122.549,126.050,,,$/bins (420 kilos),$/bins (420 kilos)
20/02/2017,Pepino ensalada,Sin especificar,Central Lo Valledor de Santiago,460,Segunda,10.924,11.290,11.765,,,$/caja 100 unidades,$/caja 100 unidades
20/02/2017,Perejil,Sin especificar,Central Lo Valledor de Santiago,23,Primera,6.723,6.723,6.723,,,$/docena de atados,$/docena de atados
20/02/2017,Nectarín,Artic Snow,Central Lo Valledor de Santiago,50,Segunda,5.882,5.882,5.882,,,$/caja 16 kilos empedrada,$/caja 16 kilos empedrada
20/02/2017,Perejil,Sin especificar,Central Lo Valledor de Santiago,16,Segunda,5.882,5.882,5.882,,,$/docena de atados,$/docena de atados
20/02/2017,Nectarín,Artic Snow,Central Lo Valledor de Santiago,86,Segunda,4.202,4.202,4.202,,,$/caja 16 kilos empedrada,$/caja 16 kilos empedrada
20/02/2017,Pimiento,Morrón rojo,Central Lo Valledor de Santiago,550,Primera,4.202,4.202,4.202,,,$/caja 20 kilos,$/caja 20 kilos
20/02/2017,Nectarín,Artic Snow,Central Lo Valledor de Santiago,35,Segunda,5.042,5.042,5.042,,,$/caja 18 kilos empedrada,$/caja 18 kilos empedrada
20/02/2017,Pimiento,Morrón rojo,Central Lo Valledor de Santiago,350,Segunda,3.361,3.361,3.361,,,$/caja 20 kilos,$/caja 20 kilos
20/02/2017,Nectarín,Artic Snow,Central Lo Valledor de Santiago,29,Tercera,2.941,2.941,2.941,,,$/caja 18 kilos granel,$/caja 18 kilos granel
20/02/2017,Pimiento,Morrón rojo,Central Lo Valledor de Santiago,60,Tercera,2.521,2.521,2.521,,,$/caja 20 kilos,$/caja 20 kilos
20/02/2017,Nectarín,August Red,Central Lo Valledor de Santiago,8,Primera,134.454,134.454,134.454,,,$/bins (420 kilos),$/bins (420 kilos)
20/02/2017,Pimiento,Zafiro verde,Central Lo Valledor de Santiago,850,Primera,5.882,6.278,6.723,,,$/caja 18 kilos,$/caja 18 kilos
20/02/2017,Nectarín,June Pearl,Central Lo Valledor de Santiago,160,Especial,5.882,5.882,5.882,,,$/caja 16 kilos granel,$/caja 16 kilos granel
20/02/2017,Pimiento,Zafiro verde,Central Lo Valledor de Santiago,700,Segunda,4.622,4.832,5.042,,,$/caja 18 kilos,$/caja 18 kilos
20/02/2017,Nectarín,June Pearl,Central Lo Valledor de Santiago,24,Segunda,117.647,121.849,126.050,,,$/bins (420 kilos),$/bins (420 kilos)
20/02/2017,Poroto granado,Sin especificar,Central Lo Valledor de Santiago,400,Primera,16.807,17.647,18.487,,,$/saco 30 kilos,$/saco 30 kilos
20/02/2017,Nectarín,Super August,Central Lo Valledor de Santiago,240,Especial,5.042,5.042,5.042,,,$/bandeja 10 kilos granel,$/bandeja 10 kilos granel
20/02/2017,Poroto verde,Magnum,Central Lo Valledor de Santiago,160,Primera,13.445,13.761,14.286,,,$/saco 30 kilos,$/saco 30 kilos
20/02/2017,Nectarín,Super August,Central Lo Valledor de Santiago,28,Especial,151.260,154.862,159.664,,,$/bins (420 kilos),$/bins (420 kilos)
20/02/2017,Repollo,Copenhague,Central Lo Valledor de Santiago,1.500,Primera,504,504,504,,,$/unidad,$/unidad
